	title	etime	content	vote	comment
1313	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1314	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1315	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1316	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1317	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1318	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1319	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1320	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	3
1321	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1322	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1323	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	2
1324	약대	6분 전	학부몇학번부터 생겼어?	0	3
1325	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1326	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1327	공.부.시.러.	7분 전	하.기.시.러	0	1
1328	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1329	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1330	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1331	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1332	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1333	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1334	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1335	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1336	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1337	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1338	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1339	24년 전역	17분 전	오긴 오냐	1	11
1340	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1341	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1342	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1343	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1344	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1345	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1346	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1347	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1348	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1349	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1350	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1351	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1352	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1353	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1354	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1355	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1356	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1357	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1358	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1359	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1360	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	4
1361	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1362	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1363	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	3
1364	약대	6분 전	학부몇학번부터 생겼어?	0	3
1365	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1366	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1367	공.부.시.러.	7분 전	하.기.시.러	0	1
1368	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1369	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1370	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1371	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1372	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1373	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1374	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1375	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1376	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1377	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1378	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1379	24년 전역	17분 전	오긴 오냐	1	11
1380	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1381	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1382	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1383	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1384	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1385	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1386	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1387	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1388	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1389	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1390	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1391	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1392	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1393	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1394	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1395	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1396	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1397	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1398	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1399	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1400	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	5
1401	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1402	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1403	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	3
1404	약대	6분 전	학부몇학번부터 생겼어?	0	3
1405	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1406	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1407	공.부.시.러.	7분 전	하.기.시.러	0	1
1408	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1409	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1410	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1411	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1412	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1413	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1414	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1415	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1416	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1417	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1418	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1419	24년 전역	17분 전	오긴 오냐	1	11
1420	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1421	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1422	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1423	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1424	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1425	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1426	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1427	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1428	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1429	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1430	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1431	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1432	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1433	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1434	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1435	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1436	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1437	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1438	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1439	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1440	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	5
1441	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1442	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1443	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	3
1444	약대	6분 전	학부몇학번부터 생겼어?	0	3
1445	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1446	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1447	공.부.시.러.	7분 전	하.기.시.러	0	1
1448	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1449	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1450	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1451	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1452	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1453	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1454	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1455	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1456	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1457	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1458	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1459	24년 전역	17분 전	오긴 오냐	1	11
1460	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1461	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1462	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1463	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1464	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1465	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1466	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1467	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1468	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1469	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1470	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1471	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1472	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1473	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1474	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1475	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1476	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1477	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1478	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1479	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1480	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	5
1481	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1482	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1483	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	3
1484	약대	6분 전	학부몇학번부터 생겼어?	0	3
1485	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1486	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1487	공.부.시.러.	7분 전	하.기.시.러	0	1
1488	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1489	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1490	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1491	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1492	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1493	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1494	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1495	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1496	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1497	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1498	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1499	24년 전역	17분 전	오긴 오냐	1	11
1500	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1501	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1502	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1503	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1504	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1505	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1506	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1507	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1508	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1509	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1510	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1511	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1512	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1513	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1514	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1515	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
1516	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	41분 전	??	0	5
1517	법학개론 ㅇㅇㅅ교수님	44분 전	내일 대면이야...?	0	1
1518	마케팅관리 ㄱㅎㅈ 교수님	44분 전	필기 구해봅니다..ㅠㅠ	0	2
1519	너네 시험 전날에 교양	47분 전	대충 몇시간 보고 가냐??	0	3
1520	전역하면 이성한테 플러스점수있음?	2분 전	못생기면 있어봤자겠지만	0	5
1521	내가 이제 26살인데	4분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	3
1522	치킨빼고 치즈볼만 먹고싶다	5분 전	ㅠㅅㅠ	0	1
1523	지금 학교 다니는 남자 21학번은	5분 전	군대 안간거누	0	3
1524	약대	6분 전	학부몇학번부터 생겼어?	0	3
1525	낼 경영과 사회 ㄹㅅㅇ	6분 전	대면 맞지??	0	0
1526	원가회계 공부하신분.,	7분 전	전 5장이 너무 어렵습니다..	0	0
1527	공.부.시.러.	7분 전	하.기.시.러	0	1
1528	사회적가치와개인의자유	9분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
1529	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	10분 전	나는 포기한 사람 ㅎㅎ	0	0
1530	공2 쪽문에서 지갑잃어리신분	10분 전	02년생 김다혜씨 쪽지주세요~	0	0
1531	잘 하는 게 없으면	11분 전	일단 돈이라도 버는 게 맞지?	0	0
1532	근데왜	11분 전	올해는 월드컵을 겨울에해 춥게	0	2
1533	쪽문에 붕어빵	11분 전	오늘도 있나요?	0	4
1534	그 핫게 교수님 냥이	13분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
1535	나같은 스타일있나?	13분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
1536	행정학개론	14분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
1537	디자인과 생활	15분 전	디자인과 생활 중간고사 보나요 ??????	0	0
1538	나랑 랜소 예행연습할사람?	16분 전	쪽지줘~	0	1
1539	24년 전역	17분 전	오긴 오냐	1	11
1540	여친 ㅈㄴ질리는데 헤어질 구실좀..	19분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
1541	도서관인사람	20분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
1542	운동종목 남/여 차이	20분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	27
1543	영어 발음기호	21분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
1544	분리수거 막 하는 애들은	26분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
1545	티빙 한 자리 남는 사람	28분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
1546	배우 김유정	28분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
1547	이거 다들 어떻게 생각함??	30분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
1548	나처럼 생각하는 사람있냐	32분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
1549	진지하게 와꾸 궁금하다	34분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
1550	우리 형 밭대 17학번	34분 전	나랑 수능 성적 비슷함	0	4
1551	라인 오랜만에 깔았는데	36분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
1552	언교원 영어회화 들을만 할까요	39분 전	고민되네ㅠ	0	8
1553	의치수약간 1학년으로 보내주면	39분 전	가니? 타전공생들만	0	12
1554	5동 쓰레기장 진짜 누구냐	40분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
1555	복학생인데 공부해도 잘 모르겠다	41분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
